METHOD;SALT;ROUNDS;PASSWORD;HASH;CMD
sha-512;5qfBy.i9m5UR84qF;1000;dJYrjkE9ygRro/joHBvNc1RiRxwjujHLWYysfP9QfmlevuHQ3DpBOF0oOjVPK0UrW897iBrdjeyJ1gd8WjWqfYeA2opLJnJu75WQina1BwjQbM8eC/pHInIrOak2GlwRy6JJstkGR/vSOwOiNxLDpPF7aNOi48gCv2faOtU/UPxWxqDpCmpBN6Cio;$6$rounds=1000$5qfBy.i9m5UR84qF$Vit0xIWnnZ6bQQZH2JwnWxC8AbAZtTcuZIboRDD6fStU9kHLKwgnS3ovqCn1qFU7Ga0aLlFy/nmSnDqhD0Wzs1;mkpasswd dJYrjkE9ygRro/joHBvNc1RiRxwjujHLWYysfP9QfmlevuHQ3DpBOF0oOjVPK0UrW897iBrdjeyJ1gd8WjWqfYeA2opLJnJu75WQina1BwjQbM8eC/pHInIrOak2GlwRy6JJstkGR/vSOwOiNxLDpPF7aNOi48gCv2faOtU/UPxWxqDpCmpBN6Cio -m sha-512 -S 5qfBy.i9m5UR84qF -R 1000
sha-512;fJo4MDOcM7JEbe1J;5000;5uOT4X2Na/5+VbYmTKH2vIhVjXiD9N4P20M31SXd0eQnPJpeilC+ACyvwVwlHMJvebjYeWAQxNqN0pgeE5frnRjtIYw2B3CyVipla0cCIbZ+jlQjytZ8ur9kHs1DsycWJZymC2DjeZRTNY+cwxQB4/FaWCuf07K72WEEb9EnF69O73AEWHuSPmO8a;$6$rounds=5000$fJo4MDOcM7JEbe1J$xCCOHbSalxEaqt.1ta/OU0Cwu9DPV98azWKdDSg.ZjLZzeyWiz9v8ALV/SJmbFyHd9v412V8U2xIkywxAbHWM1;mkpasswd 5uOT4X2Na/5+VbYmTKH2vIhVjXiD9N4P20M31SXd0eQnPJpeilC+ACyvwVwlHMJvebjYeWAQxNqN0pgeE5frnRjtIYw2B3CyVipla0cCIbZ+jlQjytZ8ur9kHs1DsycWJZymC2DjeZRTNY+cwxQB4/FaWCuf07K72WEEb9EnF69O73AEWHuSPmO8a -m sha-512 -S fJo4MDOcM7JEbe1J -R 5000
sha-512;U3/4.QleeIjxKvNo;6666;p72B8fAroTaogUI7UmfEEN3bB5K71LNRsa/cHoC0jk4D9S+5/hCGv00W9epuDZJNwv9G5aHHs3qjv1jh6YbQ0uKGLhMFQBcVZB7fKLTL69jIFWKq2A0lqkg0InSFxeru0o10hWQJ6F68QY4mRY8XP1DXe1mUYBviwYMvKhRwGlEcbTUrhDVU7Jhbw;$6$rounds=6666$U3/4.QleeIjxKvNo$YTCOMFpSG9M4i0p9vP0GLyo7/vfIPtLm69HL1vKXyfgcdMDR2NGD3Q1MUQ8jTMvyEZhpmOe2rjzDqMwH6qcZj/;mkpasswd p72B8fAroTaogUI7UmfEEN3bB5K71LNRsa/cHoC0jk4D9S+5/hCGv00W9epuDZJNwv9G5aHHs3qjv1jh6YbQ0uKGLhMFQBcVZB7fKLTL69jIFWKq2A0lqkg0InSFxeru0o10hWQJ6F68QY4mRY8XP1DXe1mUYBviwYMvKhRwGlEcbTUrhDVU7Jhbw -m sha-512 -S U3/4.QleeIjxKvNo -R 6666
sha-512;WZrfFWEEMfI90b7T;99999;bhNpuNMu5/LW1OmHlQ20WjhhPEyDpvu3s0aYscT5DN9T7Uj7k66vCMMCAj8LVgD50/Mn7xsEWZ9gNc5At6XP45uURip1z6DOng7zgYTtQVRYKxd70Cel5MyGkGjyWp70f8MjWe4+CTfmCxo3VklacSlgji9rTrYreCD/iR2ipGtm+acPLZZ/+ee6q;$6$rounds=99999$WZrfFWEEMfI90b7T$k8vRCd.A2Po26KuAruoT.RHBd3H1IvknhURHJ.h34Scpi/e0hlAz9xgLVjMcmoYJjlzzTQsb1j0PbTseZqF4t/;mkpasswd bhNpuNMu5/LW1OmHlQ20WjhhPEyDpvu3s0aYscT5DN9T7Uj7k66vCMMCAj8LVgD50/Mn7xsEWZ9gNc5At6XP45uURip1z6DOng7zgYTtQVRYKxd70Cel5MyGkGjyWp70f8MjWe4+CTfmCxo3VklacSlgji9rTrYreCD/iR2ipGtm+acPLZZ/+ee6q -m sha-512 -S WZrfFWEEMfI90b7T -R 99999
sha-512;;;zAnigUSl80IyH5D0FOB4eYufdNXBfK5f3K+8lP7CND8iN5ETJPGxLAlUFvmQcKJRIapLT5N1TF/Wi9HI8MDbYt+PQKdIP3UvzIHO+ZANdAjtWrAe0imsUquwmZ8rhXt+vIqg1Gvv9tNJMweqBZVV4jSRMeyA5VbcN9zRTmwxBfrL/Qipu1qZ2jrmz2w4V6clStEex5yabK0m6B/IsvbviEb/UCnGL7WMAK5/OrIjwDkVJO85T;$6$qRfcvip1JtyVQQct$dwfPa9JMGEu7x4xZef6mtAAQOMsetQ.5cmtIfaw/WdZwZsE.SfneideG81RrQl5rER/P3PGk6RiZffVWmZ.AE0;mkpasswd zAnigUSl80IyH5D0FOB4eYufdNXBfK5f3K+8lP7CND8iN5ETJPGxLAlUFvmQcKJRIapLT5N1TF/Wi9HI8MDbYt+PQKdIP3UvzIHO+ZANdAjtWrAe0imsUquwmZ8rhXt+vIqg1Gvv9tNJMweqBZVV4jSRMeyA5VbcN9zRTmwxBfrL/Qipu1qZ2jrmz2w4V6clStEex5yabK0m6B/IsvbviEb/UCnGL7WMAK5/OrIjwDkVJO85T -m sha-512
sha-512;;999;DtzP67h03nrsdpD2aPABS5rfAvmcLKNFxsB837c4b9LMxfXHj2pisgTWOZkIxGSEoeAsKfQZuJKkCp9Vf65q8brSlsFqgYGXH7Tya+RsK4AMhgCrLO/PUp+eHbzCLqxHUKqViTFCmtNnJdaDuEHaltCZGPY2qfzY5TxeUw9ItmslrDdfXtYQ/K9hCeqckuePm7j8pINqShNiP0nnb6X3Nfhsm/+1kmJDIh+cefjWI9mCg+Q8K;$6$rounds=1000$FUYgvcPa6EL8fR20$txeq1DsGOboDaZG7ZG18KXBg9O7ltYtA06Dghr6YutRLPb0M818OWFDsq.fdj0sjRuTYYnD6bxL3PA63aA56o/;mkpasswd DtzP67h03nrsdpD2aPABS5rfAvmcLKNFxsB837c4b9LMxfXHj2pisgTWOZkIxGSEoeAsKfQZuJKkCp9Vf65q8brSlsFqgYGXH7Tya+RsK4AMhgCrLO/PUp+eHbzCLqxHUKqViTFCmtNnJdaDuEHaltCZGPY2qfzY5TxeUw9ItmslrDdfXtYQ/K9hCeqckuePm7j8pINqShNiP0nnb6X3Nfhsm/+1kmJDIh+cefjWI9mCg+Q8K -m sha-512 -R 999
sha-512;;1000;s+MOZgNWEBbJMMJzP9IUSmRZ3CAZ+9OxxH4ociM72IxIL53jPoayqry40QPSJvpCYyiL+UFJF1nktUFW3Zq4FYjarLlViWSABJSYvbhoWdlebHGV98D9JbkQ0FJhrF7n4hgi/2jfNQGawX7xTebNsIbfXq8l3trjZc/C0GiQvb0inEZutekQlhgGkwr+v8IjkW+7z2ASLaJCr31BjczR3v2Pq2aLARUXj+WUYAJCL1/ul5TrT;$6$rounds=1000$cvHVJ2b.6/466oQu$PKzSt/oZOnwniUe4iXt0kOBakoSLWO0xVkDlWJuqk7/xz9LBgdNb7tjgr6hEljcOUUZ.4VzjV.jVsELZ4jUPA/;mkpasswd s+MOZgNWEBbJMMJzP9IUSmRZ3CAZ+9OxxH4ociM72IxIL53jPoayqry40QPSJvpCYyiL+UFJF1nktUFW3Zq4FYjarLlViWSABJSYvbhoWdlebHGV98D9JbkQ0FJhrF7n4hgi/2jfNQGawX7xTebNsIbfXq8l3trjZc/C0GiQvb0inEZutekQlhgGkwr+v8IjkW+7z2ASLaJCr31BjczR3v2Pq2aLARUXj+WUYAJCL1/ul5TrT -m sha-512 -R 1000
sha-512;;5000;1/fC4uE2w2f+3wkz0hBMI6gFwecD4x0Kvzc6nHqY4A0qFDX2cyOX91klp7OQiPYvqiW961H+dX332S1sPYDE0RP8A/M/vZqVtf26Znf4z0/1iTpgQ2naNUBXGQI9+KRhXJ39EiEjFc1XehBMqOVz5P+dbO695UA8XGU/jcK4uSnF7KF4uXxOrokpQUf+SMfg9whowVFTjize7SCZCpPuLqR8J0RgH4aDIyCZP0X92cObr5DoK;$6$gbIhb6cGhm5nfp8C$yuDJjI/JR8JQKnwT1GAiKYk7U7WV46HfQps6/lMIovYErO2nDCpcyoi62J0PH7/FcMeRXW94G2cQgNtyoZkzY0;mkpasswd 1/fC4uE2w2f+3wkz0hBMI6gFwecD4x0Kvzc6nHqY4A0qFDX2cyOX91klp7OQiPYvqiW961H+dX332S1sPYDE0RP8A/M/vZqVtf26Znf4z0/1iTpgQ2naNUBXGQI9+KRhXJ39EiEjFc1XehBMqOVz5P+dbO695UA8XGU/jcK4uSnF7KF4uXxOrokpQUf+SMfg9whowVFTjize7SCZCpPuLqR8J0RgH4aDIyCZP0X92cObr5DoK -m sha-512 -R 5000
sha-512;;6666;w8vvljLUCp2XdBpE9GEdEI5Vy8J2UBVO1jbuNNSHyBbtj6TraW3C81StKEj0v1wE1Y3z9H4gllh0SkeDn4+JhdWR/peuVckLMp+VTes5tQ1JwfYM8Y7fxP5DF/nsyaFAvxCF2M0DCudCgcXN87xjesWxiZqkwp7A2LGs7Bmmq6r8ycJ8pfZScvKALJ8lETWodTQ74Dbxxjzaw+zA5es7+ZHTaKkREo31CftkugUresqkpRmW5;$6$rounds=6666$6oHR2/8v/27lLPck$G0aCSrQHqiturCgtnhe2CURXR//XhxQbKk1xo8F/XrO9TDCVkoDbOn5GzrnvCxdd7qOYc6q4FqeF9Bq5RAfnE0;mkpasswd w8vvljLUCp2XdBpE9GEdEI5Vy8J2UBVO1jbuNNSHyBbtj6TraW3C81StKEj0v1wE1Y3z9H4gllh0SkeDn4+JhdWR/peuVckLMp+VTes5tQ1JwfYM8Y7fxP5DF/nsyaFAvxCF2M0DCudCgcXN87xjesWxiZqkwp7A2LGs7Bmmq6r8ycJ8pfZScvKALJ8lETWodTQ74Dbxxjzaw+zA5es7+ZHTaKkREo31CftkugUresqkpRmW5 -m sha-512 -R 6666
sha-512;;99999;emksCW1PHujjs/rBkBV9NPHMVFkpQhp/zE80+leGP6Gfe0iv+o9q9JVLeraJ6kUjFa3Q7CmREcg4AHWisvFV+bt0cfeq2Gz6hHzbCndf0NZ0ttC9rxLc1OGHH10i++UEKSAEqbNKt2RORw6tbUT1j/Lgpt56CEUo/A0kdmDI+U2u29xurVIPHp5nfT+F1jLymMY8ATKEq51ytNuaCVmNkaMPc29HAdF3JL3XOKDMvhZUYC54R;$6$rounds=99999$yznGetyv.LlIf0bM$Hm3nR9Pdfqr3oMJe.qfNvP1gx4X2HLW5BSsJRVakhIy0QTjy8pXNY63xqzFNm/tz2xhcdzqdBKltuYF6KBRm21;mkpasswd emksCW1PHujjs/rBkBV9NPHMVFkpQhp/zE80+leGP6Gfe0iv+o9q9JVLeraJ6kUjFa3Q7CmREcg4AHWisvFV+bt0cfeq2Gz6hHzbCndf0NZ0ttC9rxLc1OGHH10i++UEKSAEqbNKt2RORw6tbUT1j/Lgpt56CEUo/A0kdmDI+U2u29xurVIPHp5nfT+F1jLymMY8ATKEq51ytNuaCVmNkaMPc29HAdF3JL3XOKDMvhZUYC54R -m sha-512 -R 99999
sha-512;KL7IElkN;;Ok6xpB9GUmX4blUKznjY04CSRyqY77eKmXt4XOjA+ZDAnK5N7BZu7r0knSunnpXfic5ZdedHgs5qDRGCN0jGc1qKWxXbGquBUVum86ko1Cq6qysirf8URxGlK68IVKfia7SoNj6SVNoCmD5+ZnwSJ642r06tjpOXplbjUVa0/h7DaU6cx9AFeO1Sm3ws6Wvvt+G/Q2k+w2Ls1Kpe/rNffURHa6wEsuuiQ43oXDdO9ct18M/LN;$6$KL7IElkN$6YhxicMqGMWvGOkxsFaaVmh/xDA.PMXHxwwiLpjH9RHE.xVGAtTTT7upIqvDGARiIAfIJLLXXY3h9H9.s72aW1;mkpasswd Ok6xpB9GUmX4blUKznjY04CSRyqY77eKmXt4XOjA+ZDAnK5N7BZu7r0knSunnpXfic5ZdedHgs5qDRGCN0jGc1qKWxXbGquBUVum86ko1Cq6qysirf8URxGlK68IVKfia7SoNj6SVNoCmD5+ZnwSJ642r06tjpOXplbjUVa0/h7DaU6cx9AFeO1Sm3ws6Wvvt+G/Q2k+w2Ls1Kpe/rNffURHa6wEsuuiQ43oXDdO9ct18M/LN -m sha-512 -S KL7IElkN
sha-512;PYiwMm.h;1000;uZo/jZ9X7l/y5ghGO4dUSFD1XLsdpLTBTXZusqpUXdWCkbok2ZdL3cVWd/kiqatwYt6xfFk4e65iLj7TSGyb9n5aPFXVM6tUbkkfb6bne4cLkbWSlIPgZjXyVAM6DjGTsvAr85wmT4UB+eNKprvpkc1uD1mbRo5f4ZmXTD/XdTNFRxvOP+0irjZX2C14KycOs2+GAfkaor80F11vL1iYTAhzAiwW3s9q+O2EW63z8ghKxc53d;$6$rounds=1000$PYiwMm.h$ksx3eNwjqVXlnurEPYDbg25P0GFCNl.cpLRFvAXB87VQJNr.c3syUECs8GK5VIuj9cSAnGclT11iQYB1hE9fR0;mkpasswd uZo/jZ9X7l/y5ghGO4dUSFD1XLsdpLTBTXZusqpUXdWCkbok2ZdL3cVWd/kiqatwYt6xfFk4e65iLj7TSGyb9n5aPFXVM6tUbkkfb6bne4cLkbWSlIPgZjXyVAM6DjGTsvAr85wmT4UB+eNKprvpkc1uD1mbRo5f4ZmXTD/XdTNFRxvOP+0irjZX2C14KycOs2+GAfkaor80F11vL1iYTAhzAiwW3s9q+O2EW63z8ghKxc53d -m sha-512 -S PYiwMm.h -R 1000
sha-512;X6E0Ce2.;5000;NWIJY1LPQyH0eznQk7m8dBZUvLcUUKolLcXS7muwk3xphNjoXroZcdNU21jkM+4ER2oASDosDfWkw7e8WIyzch+X5EqxojLCfQOCxy8Bt3jrSc1tusZNabESw352nZ1vjchka+xHjwXOgqJBoGERg8ID56/lDJ+Y7YBcHV7O3eaJWMCoMFyoRm6HNTRavRxZSugKCbx60DkMevKPxznGeHZcdFtUekmX65KrYNrOc3+05MDam;$6$rounds=5000$X6E0Ce2.$xSvNNFDVZoQ33LXn.mVRaU7uIAREHMy0lAiWvAGjl4H86niFkvB67zKNFFU4RRD6iDnonOb3jUxO3/ic5BeTU0;mkpasswd NWIJY1LPQyH0eznQk7m8dBZUvLcUUKolLcXS7muwk3xphNjoXroZcdNU21jkM+4ER2oASDosDfWkw7e8WIyzch+X5EqxojLCfQOCxy8Bt3jrSc1tusZNabESw352nZ1vjchka+xHjwXOgqJBoGERg8ID56/lDJ+Y7YBcHV7O3eaJWMCoMFyoRm6HNTRavRxZSugKCbx60DkMevKPxznGeHZcdFtUekmX65KrYNrOc3+05MDam -m sha-512 -S X6E0Ce2. -R 5000
sha-512;AgImM9S6;6666;E3kRNCX6ja0lSRMYhE1yKZKyh4UwaoZCpklaAY8mBUOHbyqTCk3KLYPzOYGVkKZqtPZ+R/lXApwnXsqOkfBxF5MipqDw6ihUvec9fDV4M9cbhscjBb+j1UQs3GvROlBZBmWfj0oy44b1zXL4alUGYn5EfS7BZ8kUD8Zh8enNCHJom9p8eVEtkpWAdPqH3ak9Hf6SKKftsXl935roonPB8LRuEahvnRDoNvLAe5Ysvt6Ph7Ipf;$6$rounds=6666$AgImM9S6$mXIa33K1ndNv9qrr0.XQnTWXTUrtxytIP273zKGe5mCiLHRPPBuzeO1r06KHEalYTEjuE493UXzXEWOmWYDpA1;mkpasswd E3kRNCX6ja0lSRMYhE1yKZKyh4UwaoZCpklaAY8mBUOHbyqTCk3KLYPzOYGVkKZqtPZ+R/lXApwnXsqOkfBxF5MipqDw6ihUvec9fDV4M9cbhscjBb+j1UQs3GvROlBZBmWfj0oy44b1zXL4alUGYn5EfS7BZ8kUD8Zh8enNCHJom9p8eVEtkpWAdPqH3ak9Hf6SKKftsXl935roonPB8LRuEahvnRDoNvLAe5Ysvt6Ph7Ipf -m sha-512 -S AgImM9S6 -R 6666
sha-512;l5iXS54R;99999;Sx1u8OY9ZZlC+sxkr9gQDszQABeuHpAF0VbPFMLnot9HCYPcSQn0TTmAJO7IRdsTSzsjxb4LtMXlkReT35eZDRJq05rltgowX6ZZYRNTZIZQsFDWVy72qw/MRQmx1/H5BdkqoNxBpcPJIKTqoCk3lTG5xjsupw593VQaHaX99wFap4ZugROdsLRD/lvAXsJ16x2FWucPLHbTE9ewYxUw5YvlDdi0z2X6ruOVeMYuKyx3bztm0;$6$rounds=99999$l5iXS54R$dMLKi75g8V5or6v6XSIyeGy0Ci32F8gkQn4MgAVOcTUXFQoeyGt1Kj/Surqu8tCPizDIGBBpSHWov/cJbTShh1;mkpasswd Sx1u8OY9ZZlC+sxkr9gQDszQABeuHpAF0VbPFMLnot9HCYPcSQn0TTmAJO7IRdsTSzsjxb4LtMXlkReT35eZDRJq05rltgowX6ZZYRNTZIZQsFDWVy72qw/MRQmx1/H5BdkqoNxBpcPJIKTqoCk3lTG5xjsupw593VQaHaX99wFap4ZugROdsLRD/lvAXsJ16x2FWucPLHbTE9ewYxUw5YvlDdi0z2X6ruOVeMYuKyx3bztm0 -m sha-512 -S l5iXS54R -R 99999
sha-512;ev3L8mfP8;;Dg/ELnJF9e1HttBWZlUcUoc5WmquvRrSpujRobVtfRu8U4fkGrPV27xBdMVKTYaULqcIjRNLbc3E2iPqjx7aVB6siSEumtmza6HSXhW9yZjXjKzmH9+V3AuLeXGgf65gB8OoW3+V1X+awgE/27hzDu187UIR0QhmIyBWCI2CGSLH2i3XhXBKnsonMOJNsxy/nXXzRlz7FAPqCeY7TUR0ebFDdmUdrT+td9gJKRSEXS2TmlWNQ;$6$ev3L8mfP8$Fp61jZN9hao7gn0RMOJEXCM8pUV8e82IR.R1mY2tMBEYsP0YnxtZt.RHimqutKBzNecDWhSu7kdVwJZwGs74A0;mkpasswd Dg/ELnJF9e1HttBWZlUcUoc5WmquvRrSpujRobVtfRu8U4fkGrPV27xBdMVKTYaULqcIjRNLbc3E2iPqjx7aVB6siSEumtmza6HSXhW9yZjXjKzmH9+V3AuLeXGgf65gB8OoW3+V1X+awgE/27hzDu187UIR0QhmIyBWCI2CGSLH2i3XhXBKnsonMOJNsxy/nXXzRlz7FAPqCeY7TUR0ebFDdmUdrT+td9gJKRSEXS2TmlWNQ -m sha-512 -S ev3L8mfP8
sha-512;iVcZ0wojX;1000;km1YFNCwwxr9baoVeiMEB9wRub7DxMBgX3AQ4cRATxy9nOQOWbw+/SsyV690dMf665kSWRJeEXXg3ODk/oYtSd+Dqyrev0Znz8rFjEXVjA9MSM2UgB4qbnxRXAdH6w4mGb1UUJdRrp2FInLwHTd1RfPhseLBB5qdOqcTlaYWrxQ9pMKi4Cjd3B3HiGh6D9MLIIGpvG8IF/jTmi9oIW4lu6SqlTvP3jvIVZHwPQ4EbZvsTXldn;$6$rounds=1000$iVcZ0wojX$3.S81Be6H4Qjm72Z37PhdUZyjblSbNmjB28Bx6TQk7V/knXOQPW/2p9UIfif0mJhYYMn36N4JasqXVISIN6uU1;mkpasswd km1YFNCwwxr9baoVeiMEB9wRub7DxMBgX3AQ4cRATxy9nOQOWbw+/SsyV690dMf665kSWRJeEXXg3ODk/oYtSd+Dqyrev0Znz8rFjEXVjA9MSM2UgB4qbnxRXAdH6w4mGb1UUJdRrp2FInLwHTd1RfPhseLBB5qdOqcTlaYWrxQ9pMKi4Cjd3B3HiGh6D9MLIIGpvG8IF/jTmi9oIW4lu6SqlTvP3jvIVZHwPQ4EbZvsTXldn -m sha-512 -S iVcZ0wojX -R 1000
sha-512;aSkAMWKVn;5000;fPgjdFyFgtvmSBzUi3tQEvD3BwXRR7UNkzHtfp2N8uDgeFnRYwXSo1vhOrIxUp+L5V5iIBi2+wxIlIjVbpYw+uIarEy0maKwuzFLSxK8tstwrtBrHEeIAXiYm82lNYmt4r8x04ex2p1zA3NJORSSY9VkDOhmgISaplrYW/e9x61msIwGG5bMDbzSgb+WJn8hJGFbQdtjGYQMAogBl4fcxZYYRWds/7MX0FqhZS72FzpbMCjLU;$6$rounds=5000$aSkAMWKVn$tQmx6xCwxFJ/rhghZ6Oi5DdkEmiBZQbfcsGmr/yPIGCxfdGCtRClCjH1iwqaAt2YhfYc8KH0FaFhChrvPEQbt1;mkpasswd fPgjdFyFgtvmSBzUi3tQEvD3BwXRR7UNkzHtfp2N8uDgeFnRYwXSo1vhOrIxUp+L5V5iIBi2+wxIlIjVbpYw+uIarEy0maKwuzFLSxK8tstwrtBrHEeIAXiYm82lNYmt4r8x04ex2p1zA3NJORSSY9VkDOhmgISaplrYW/e9x61msIwGG5bMDbzSgb+WJn8hJGFbQdtjGYQMAogBl4fcxZYYRWds/7MX0FqhZS72FzpbMCjLU -m sha-512 -S aSkAMWKVn -R 5000
sha-512;tgdqS9yqC;6666;CFEuh4wuuEpSfy2jjI+ygEw5TA9A1auirfJVgGipn2fbZ3qb0Pa7vBnqAlEziGEwCUCQjrTsIHJz4IZvi/c0G9LfS9F65WQrM7Of8FukJwUXZQ3vhpHerz6/bKw4sFEQfAyPwCxbxiNQGXpE9GbApKq+mR19xEUr+KybEnK5dcGkMD8V7doSCyWMKmmszg0KwAcDZrg/8VXmBtQFK9Q9e8Wot50SC196s/4nZrGUu4w5ZfeSp;$6$rounds=6666$tgdqS9yqC$LU7Erfy37lK6tZ206XTfhJt6Kv84aCmTkDLn0UXcFwjTEKCWGyuGlxxx6oF6XZCddlyPTbLpzTsJgIsZnsY891;mkpasswd CFEuh4wuuEpSfy2jjI+ygEw5TA9A1auirfJVgGipn2fbZ3qb0Pa7vBnqAlEziGEwCUCQjrTsIHJz4IZvi/c0G9LfS9F65WQrM7Of8FukJwUXZQ3vhpHerz6/bKw4sFEQfAyPwCxbxiNQGXpE9GbApKq+mR19xEUr+KybEnK5dcGkMD8V7doSCyWMKmmszg0KwAcDZrg/8VXmBtQFK9Q9e8Wot50SC196s/4nZrGUu4w5ZfeSp -m sha-512 -S tgdqS9yqC -R 6666
sha-512;H/WtVt4e0;99999;ciFJxFWMQOj9GEOUaBlh9hU4IwDiS4KgRbYpLhcP/UZABRZxQu5XpF4ez8cb/tBv7dgQc7h+cRpF/sbGj0UqMY6epZr9DnlCBUmbCUqccScJsdm2SBxNsKSiZJKIj9n14t/PTezWKBlVfUYiaG3Ey6AK8t7DYUuz0sXzpsBc6fgpB9zDBR6wgjETFXp+GGlaTqes2BugFouRZnjTIHsn81ZD+ZDwt+IvxPKoZQK3RWRAgYfPl;$6$rounds=99999$H/WtVt4e0$5PK1q6s/jgDlPcKGb2lgkoPMSdMiZmk2CPJXdwQFgQOBfybnNq78sUvNNlto/WY5Bw4DDy0NaHjnbEyPCSsBd.;mkpasswd ciFJxFWMQOj9GEOUaBlh9hU4IwDiS4KgRbYpLhcP/UZABRZxQu5XpF4ez8cb/tBv7dgQc7h+cRpF/sbGj0UqMY6epZr9DnlCBUmbCUqccScJsdm2SBxNsKSiZJKIj9n14t/PTezWKBlVfUYiaG3Ey6AK8t7DYUuz0sXzpsBc6fgpB9zDBR6wgjETFXp+GGlaTqes2BugFouRZnjTIHsn81ZD+ZDwt+IvxPKoZQK3RWRAgYfPl -m sha-512 -S H/WtVt4e0 -R 99999
sha-512;aJ89bvBCbf;;Uky3nquDPP4+/Wl4lwikQT/3ctX2il5HAlub+OFIc/dNdSXtBaI71dLmH41SyQE3abNzx4/e/jXOqToiFmhFrjpnQoJW7bdGKhkhXUoPObXFemgBTnDN8xnDnypV7qt6vB9OrR4bRCaHF+T5NumbdBgKsg84WbQUe8llwrizqB1pwRQdS9dsVMGeMicugxBree69Z87aSir6ns5qClytp734szj1Nuf0aJN9og9K77jXAzhR5;$6$aJ89bvBCbf$r9pJkAYPP1i1dXqsUTVK6LKdc0JdlX3WkNWnwx/2KruYsBIq5.Q9I8AsJpD.uEKTsHsn3HP4B0QcMyCb5hVeh1;mkpasswd Uky3nquDPP4+/Wl4lwikQT/3ctX2il5HAlub+OFIc/dNdSXtBaI71dLmH41SyQE3abNzx4/e/jXOqToiFmhFrjpnQoJW7bdGKhkhXUoPObXFemgBTnDN8xnDnypV7qt6vB9OrR4bRCaHF+T5NumbdBgKsg84WbQUe8llwrizqB1pwRQdS9dsVMGeMicugxBree69Z87aSir6ns5qClytp734szj1Nuf0aJN9og9K77jXAzhR5 -m sha-512 -S aJ89bvBCbf
sha-512;RrTV27TZII;1000;rRvpw+pT8aEnrY+5Wg85RifiXbtU/M0Z19piLZo1J2zK8QdVoPUk1Kfg8XtaSiLH1uoOYRHJgGdbNgFNuM6u9t9hvh+KBiNP9VN59yQ0RyhbQbvlPi0oV01MEPQhwsbx8MK4kDO2AacAtakAv56xTWYsREG+7Y40hiVQvb4bAlLVDdx4MnUK+KpSC7M9+tPQjEcj8eUD1+lIPAmvBLvDWuFnng0YvX3tiPreqyfUF+322NGPl;$6$rounds=1000$RrTV27TZII$MaKCKGWjlYGtTT3pSjcuXoXRmePgkZZN.N6oBD61uZVQeq.xe4heXlsQ.f2tvUHrI71YpTzgRLNCLNhXvtmEG0;mkpasswd rRvpw+pT8aEnrY+5Wg85RifiXbtU/M0Z19piLZo1J2zK8QdVoPUk1Kfg8XtaSiLH1uoOYRHJgGdbNgFNuM6u9t9hvh+KBiNP9VN59yQ0RyhbQbvlPi0oV01MEPQhwsbx8MK4kDO2AacAtakAv56xTWYsREG+7Y40hiVQvb4bAlLVDdx4MnUK+KpSC7M9+tPQjEcj8eUD1+lIPAmvBLvDWuFnng0YvX3tiPreqyfUF+322NGPl -m sha-512 -S RrTV27TZII -R 1000
sha-512;X.VgHh..Oo;5000;Od88SadmLPtZHqk4ocvOEO4Ag+TFyCvnUPjgzSIHbxLa8BbNKjbvTpP7t7+CrSxzh+nHT8KY0XKJwwhJpsPt0mbNhyMuvQEM4F415Sc/7ha1aiiLwgrcJpQVAXtCNvemvmuNNjKWWZFo5JzZsNng8OIa6CKyAMXiSFFRZCAl8KXg8h9hy/pTSIIqg6Q7OTBCA2FttRLBlfyfvXlDZD6Yj70eWU+l4+RlVwau2S4C2o2UsA3kC;$6$rounds=5000$X.VgHh..Oo$58DwHQRPnQdpA43v0mX5ccCo0SEnkluIOMD5VrjI5TocyQYqP1MNseGQZMV19xQvXE6c.npjYe0gCX8zdl0l4/;mkpasswd Od88SadmLPtZHqk4ocvOEO4Ag+TFyCvnUPjgzSIHbxLa8BbNKjbvTpP7t7+CrSxzh+nHT8KY0XKJwwhJpsPt0mbNhyMuvQEM4F415Sc/7ha1aiiLwgrcJpQVAXtCNvemvmuNNjKWWZFo5JzZsNng8OIa6CKyAMXiSFFRZCAl8KXg8h9hy/pTSIIqg6Q7OTBCA2FttRLBlfyfvXlDZD6Yj70eWU+l4+RlVwau2S4C2o2UsA3kC -m sha-512 -S X.VgHh..Oo -R 5000
